"Race","Source","Dat","Schedule","ChunkIndex","Offset","Size","Tokens","MotionRefs","OtherRefs"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shbk","22","4320","192","hwmg,stbk,eis3,ssbk,wash","","hwmg,stbk,eis3,ssbk,wash"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shwh","23","4512","192","hwmg,stwh,eis4,sswh,wash","","hwmg,stwh,eis4,sswh,wash"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","res0","24","4704","224","rx0,rx1","rx0,rx1",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","res1","25","4928","160","rx1","rx1",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","corp","26","5088","160","cor","cor",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","pop0","27","5248","176","init","","init"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","dead","28","5424","240","ded,vded,cor","ded,cor","vded"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","sway","29","5664","128","vswy","","vswy"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","chit","30","5792","144","se h,ef h","","se h,ef h"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","damg","31","5936","208","chit,sdam,vdam","","chit,sdam,vdam"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","gurd","32","6144","144","","",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","@tl0","33","6288","192","wlk,idl","wlk,idl",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","@tr0","34","6480","192","wlk,idl","wlk,idl",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","init","35","6672","128","hwpc","","hwpc"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ls00","36","6800","240","lc00,sk2,ksng","sk2","lc00,ksng"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lc00","37","7040","224","sk1,vsng","sk1","vsng"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","kf&h","38","7264","144","sefl,sehp","","sefl,sehp"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","cabk","39","7408","192","hwmg,mb0,ner1","mb0","hwmg,ner1"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","cawh","40","7600","192","hwmg,mw0,ner2","mw0","hwmg,ner2"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","cast","41","7792","160","mb0","mb0",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","res2","42","7952","192","rx2","rx2",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shit","43","8144","176","chit,hwmg,ssit,wash","","chit,hwmg,ssit,wash"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shlg","44","8320","160","hwso,wash","","hwso,wash"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","calg","45","8480","144","hwso","","hwso"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","stnd","46","8624","160","std","std",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","sssm","47","8784","192","ms1,ms2","ms1,ms2",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shsm","48","8976","192","hwmg,eis2,stsm,sssm,wash","","hwmg,eis2,stsm,sssm,wash"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shnj","49","9168","192","hwmg,ner3,stnj,ssnj,wash","","hwmg,ner3,stnj,ssnj,wash"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ssnj","50","9360","192","mn1,mn2","mn1,mn2",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","casm","51","9552","192","ms0,hwmg,ner4","ms0","hwmg,ner4"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","canj","52","9744","192","mn0,hwmg,sei5","mn0","hwmg,sei5"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","cait","53","9936","224","hwmg,mi0,mi1","mi0,mi1","hwmg"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","sit0","54","10160","224","si0,si1","si0,si1",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","sit1","55","10384","160","si1","si1",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","sit2","56","10544","192","si2","si2",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ls06","57","10736","240","lc06,yu2,kalg,ldad,lgot","yu2","lc06,kalg,ldad,lgot"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lc06","58","10976","224","yu0,lgin,yu1","yu0,yu1","lgin"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ls04","59","11200","272","lc04,hwso,na2,kalg,ldad,chlg,lgot","na2","lc04,hwso,kalg,ldad,chlg,lgot"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lc04","60","11472","224","na0,lgin,na1","na0,na1","lgin"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ls03","61","11696","240","lc03,gu2,kalg,ldad,lgot","gu2","lc03,kalg,ldad,lgot"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lc03","62","11936","224","gu0,lgin,gu1","gu0,gu1","lgin"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lc05","63","12160","224","na0,lgin,na1","na0,na1","lgin"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ls05","64","12384","240","lc05,hwso,na3,kalg,ldad","na3","lc05,hwso,kalg,ldad"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ls01","65","12624","224","lc01,hwso,sf2,sefl","sf2","lc01,hwso,sefl"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ls02","66","12848","224","lc02,hwso,sh2,sehp","sh2","lc02,hwso,sehp"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lc01","67","13072","240","hwso,sf0,sefl,sf1","sf0,sf1","hwso,sefl"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lc02","68","13312","240","hwso,sh0,sehp,sh1","sh0,sh1","hwso,sehp"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","gur1","69","13552","192","chit,sdam,vdam","","chit,sdam,vdam"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shfa","70","13744","192","hwmg,eifa,stfa,sssm,wash","","hwmg,eifa,stfa,sssm,wash"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","bti0","1","32","224","at3,skaz,dada","at3","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","cnb0","2","256","208","amb,skaz,dcnt","amb","skaz,dcnt"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","cnf0","3","464","208","amf,skaz,dcnt","amf","skaz,dcnt"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","cni0","4","672","224","at0,skaz,dcnt","at0","skaz,dcnt"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","cnr0","5","896","208","amr,skaz,dcnt","amr","skaz,dcnt"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","cnl0","6","1104","208","aml,skaz,dcnt","aml","skaz,dcnt"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","out1","7","1312","208","ot0,sotr","ot0","sotr"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","in 1","8","1520","208","in0,sinr","in0","sinr"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","atb0","9","1728","208","amb,skaz,dada","amb","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","atf0","10","1936","208","amf,skaz,dada","amf","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","ati0","11","2144","224","at0,skaz,dada","at0","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","ati1","12","2368","224","at1,skaz,dada","at1","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","ati2","13","2592","224","at2,skaz,dada","at2","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","atr0","14","2816","208","amr,skaz,dada","amr","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","atl0","15","3024","208","aml,skaz,dada","aml","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","in 0","16","3232","208","ina,sinr","ina","sinr"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","out0","17","3440","208","ota,sotr","ota","sotr"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","cnt0","18","3648","160","hwat,vswy","","hwat,vswy"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","atk0","19","3808","160","hwat,vatk","","hwat,vatk"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","bti1","20","3968","224","at4,skaz,dada","at4","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","dti0","21","4192","224","wa5,skaz,dada","wa5","skaz,dada"
"Tarutaru Male","Animation set 0","ROM/51/19.dat","cti0","22","4416","224","wa4,skaz,dada","wa4","skaz,dada"
"Tarutaru Male","Animation set 1","ROM/51/37.dat","em02","1","32","160","sl1","sl1",""
"Tarutaru Male","Animation set 1","ROM/51/37.dat","em01","2","192","160","poi","poi",""
"Tarutaru Male","Animation set 1","ROM/51/37.dat","em06","3","352","160","lau","lau",""
"Tarutaru Male","Animation set 1","ROM/51/37.dat","em00","4","512","160","bow","bow",""
"Tarutaru Male","Animation set 1","ROM/51/37.dat","em04","5","672","160","sl3","sl3",""
"Tarutaru Male","Animation set 1","ROM/51/37.dat","em03","6","832","160","sl2","sl2",""
"Tarutaru Male","Animation set 1","ROM/51/37.dat","em07","7","992","160","wee","wee",""
"Tarutaru Male","Animation set 1","ROM/51/37.dat","em05","8","1152","160","kne","kne",""
